text,label
I just deposited cash to my account and can't find it!,6
When can I expect money to be transferred to my account?,67
I think someone is using my card without my permission!,22
Why doesn't my card work for any transactions?,14
Why hasn't my cash arrived from a deposited check?,6
How was I charged extra when I used my card to pay?,15
I should not have been charged a fee for cash withdrawal.,19
My transfer failed to a beneficiary,7
Someone must have found my card details as I don't recognize these transactions.,22
Where do I go to reset my passcode?,44
I was charged multiple times for one transaction.,63
Why did I get charged more for using my card?,15
Why is the exchange rate wrong for my cash withdrawal?,76
"I tried using my card, but it doesn't work.",14
"I deposited some money, but the balance has not changed.",6
I am from X but am traveling to Y - how do I get currency for Y?,33
What's the process of changing from GBP to AUD?,33
My card expires soon,9
How long do deposits take to appear? I've been waiting for more than a week and need the money!,6
How long does it take for me to get my new card?,11
How do I use disposable cards?,37
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",59
How do I use bank transfer to top up my account?,65
Will there be a charge when money is added to my account?,56
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,64
Can you tell me why my credit card was declined while trying to top-up?,59
I have been charged two times for one transaction.,63
How can I top up my card with another card?,54
I am locked out from entering my pin.,49
Please send me a disposable virtual card.,37
How can I top up with a cheque?,58
Can I get both a Visa and a Mastercard from you?,73
I don't know if I made this payment on my card.,16
I tried to get cash out of the ATM but it is taking too long,46
I am out of money in my account and I was wondering if I could do a bank transfer is put more in it?,65
At what age can my children use your service?,1
I made a purchase and was charged at the wrong foreign exchange rate.,17
"Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it?",53
I hope to get a Visa card,73
"Hi. A couple hours ago I make a transfer from my UK bank account, but it hasn't shown up. Please, would you see what the delay is?",5
how long does it take for a transfer from Europe to go through?,67
Why does my top-up get cancelled?,61
Exchange rate for my card payment is wrong,17
Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,28
What's the process for exchanges?,32
Hold old do my kids have to be to use the service?,1
I was charged for using my card?,15
I want to top up with my Apple Watch.,2
Are there any places that I can't use the disposable cards at?,29
Where do you get those exchange rates?,32
How do I go about changing my PIN?,21
Do you allow currency exchanges?,36
"I have my card, when whill my PIN be available?",38
Why can't I transfer to an account?,7
How can I get a Visa and Mastercard?,73
disposable virtual card can be ordered where?,37
Where do I go to reset the passcode?,44
The refund on my account hasn't shown up,51
